order_id,customer_id,seller_id,order_date,ship_date,delivery_date,status
1989,362,12,2025-04-02,2025-04-09,2025-04-13,delivered
1990,183,3,2025-09-08,2025-09-14,2025-09-18,delivered
1991,297,5,2023-04-09,2023-04-22,2023-04-30,delivered
1992,54,20,2023-08-22,2023-09-03,2023-09-12,delivered
1993,115,15,2023-10-03,2023-10-04,2023-10-12,delivered
1994,224,3,2025-09-03,2025-09-04,2025-09-13,delivered
1995,459,12,2024-05-03,2024-05-06,,delivered
1996,489,9,2024-08-06,2024-08-18,,delivered
1997,221,5,2024-02-10,2024-02-18,2024-02-23,delivered
1998,292,17,2025-08-26,2025-09-08,2025-09-18,delivered
1999,4,20,2023-02-24,2023-03-02,2023-03-04,delivered
2000,272,14,2025-01-17,,,paid
